year,round,race_name,circuit,driver,constructor,grid,position,points,status,laps
2003,1,Australian Grand Prix,albert_park,panis,toyota,5,14,0.0,Fuel pressure,31
2003,1,Australian Grand Prix,albert_park,heidfeld,sauber,7,15,0.0,Suspension,20
2003,1,Australian Grand Prix,albert_park,wilson,minardi,19,16,0.0,Radiator,16
2003,1,Australian Grand Prix,albert_park,webber,jaguar,14,17,0.0,Suspension,15
2003,1,Australian Grand Prix,albert_park,matta,toyota,16,18,0.0,Spun off,7
2003,1,Australian Grand Prix,albert_park,firman,jordan,17,19,0.0,Accident,6
2003,1,Australian Grand Prix,albert_park,barrichello,ferrari,2,20,0.0,Accident,5
2003,2,Malaysian Grand Prix,sepang,raikkonen,mclaren,7,1,10.0,Finished,56
2003,2,Malaysian Grand Prix,sepang,barrichello,ferrari,5,2,8.0,Finished,56
2003,2,Malaysian Grand Prix,sepang,alonso,renault,1,3,6.0,Finished,56
2003,2,Malaysian Grand Prix,sepang,ralf_schumacher,williams,17,4,5.0,Finished,56
2003,2,Malaysian Grand Prix,sepang,trulli,renault,2,5,4.0,+1 Lap,55
2003,2,Malaysian Grand Prix,sepang,michael_schumacher,ferrari,3,6,3.0,+1 Lap,55
2003,2,Malaysian Grand Prix,sepang,button,bar,9,7,2.0,+1 Lap,55
2003,2,Malaysian Grand Prix,sepang,heidfeld,sauber,6,8,1.0,+1 Lap,55
2003,2,Malaysian Grand Prix,sepang,frentzen,sauber,13,9,0.0,+1 Lap,55
2003,2,Malaysian Grand Prix,sepang,firman,jordan,20,10,0.0,+1 Lap,55
2003,2,Malaysian Grand Prix,sepang,matta,toyota,11,11,0.0,+1 Lap,55
2003,2,Malaysian Grand Prix,sepang,montoya,williams,8,12,0.0,+3 Laps,53
2003,2,Malaysian Grand Prix,sepang,verstappen,minardi,18,13,0.0,+4 Laps,52
2003,2,Malaysian Grand Prix,sepang,pizzonia,jaguar,15,14,0.0,Spun off,42
2003,2,Malaysian Grand Prix,sepang,wilson,minardi,19,15,0.0,Mechanical,41
2003,2,Malaysian Grand Prix,sepang,webber,jaguar,16,16,0.0,Engine,35
2003,2,Malaysian Grand Prix,sepang,panis,toyota,10,17,0.0,Fuel pressure,12
2003,2,Malaysian Grand Prix,sepang,coulthard,mclaren,4,18,0.0,Electrical,2
2003,2,Malaysian Grand Prix,sepang,fisichella,jordan,14,19,0.0,Electrical,0
2003,2,Malaysian Grand Prix,sepang,villeneuve,bar,12,20,0.0,Electrical,0
2003,3,Brazilian Grand Prix,interlagos,fisichella,jordan,8,1,10.0,Finished,54
2003,3,Brazilian Grand Prix,interlagos,raikkonen,mclaren,4,2,8.0,Finished,54
2003,3,Brazilian Grand Prix,interlagos,alonso,renault,10,3,6.0,Finished,54
2003,3,Brazilian Grand Prix,interlagos,coulthard,mclaren,2,4,5.0,Finished,54
2003,3,Brazilian Grand Prix,interlagos,frentzen,sauber,14,5,4.0,Finished,54
2003,3,Brazilian Grand Prix,interlagos,villeneuve,bar,13,6,3.0,Finished,54
2003,3,Brazilian Grand Prix,interlagos,ralf_schumacher,williams,6,7,2.0,Finished,54
2003,3,Brazilian Grand Prix,interlagos,trulli,renault,5,8,1.0,Finished,54
2003,3,Brazilian Grand Prix,interlagos,webber,jaguar,3,9,0.0,Accident,53
2003,3,Brazilian Grand Prix,interlagos,matta,toyota,18,10,0.0,+1 Lap,53
2003,3,Brazilian Grand Prix,interlagos,barrichello,ferrari,1,11,0.0,Fuel system,47
2003,3,Brazilian Grand Prix,interlagos,button,bar,11,12,0.0,Accident,33
2003,3,Brazilian Grand Prix,interlagos,verstappen,minardi,19,13,0.0,Spun off,31
2003,3,Brazilian Grand Prix,interlagos,michael_schumacher,ferrari,7,14,0.0,Accident,27
2003,3,Brazilian Grand Prix,interlagos,montoya,williams,9,15,0.0,Accident,25
2003,3,Brazilian Grand Prix,interlagos,pizzonia,jaguar,17,16,0.0,Accident,25
2003,3,Brazilian Grand Prix,interlagos,panis,toyota,15,17,0.0,Collision,18
2003,3,Brazilian Grand Prix,interlagos,firman,jordan,16,18,0.0,Suspension,18
2003,3,Brazilian Grand Prix,interlagos,wilson,minardi,20,19,0.0,Spun off,16
2003,3,Brazilian Grand Prix,interlagos,heidfeld,sauber,12,20,0.0,Engine,8
2003,4,San Marino Grand Prix,imola,michael_schumacher,ferrari,1,1,10.0,Finished,62
2003,4,San Marino Grand Prix,imola,raikkonen,mclaren,6,2,8.0,Finished,62
2003,4,San Marino Grand Prix,imola,barrichello,ferrari,3,3,6.0,Finished,62
2003,4,San Marino Grand Prix,imola,ralf_schumacher,williams,2,4,5.0,Finished,62
2003,4,San Marino Grand Prix,imola,coulthard,mclaren,12,5,4.0,Finished,62
2003,4,San Marino Grand Prix,imola,alonso,renault,8,6,3.0,Finished,62
2003,4,San Marino Grand Prix,imola,montoya,williams,4,7,2.0,Finished,62
2003,4,San Marino Grand Prix,imola,button,bar,9,8,1.0,+1 Lap,61
2003,4,San Marino Grand Prix,imola,panis,toyota,10,9,0.0,+1 Lap,61
2003,4,San Marino Grand Prix,imola,heidfeld,sauber,11,10,0.0,+1 Lap,61
2003,4,San Marino Grand Prix,imola,frentzen,sauber,14,11,0.0,+1 Lap,61
2003,4,San Marino Grand Prix,imola,matta,toyota,13,12,0.0,+1 Lap,61
2003,4,San Marino Grand Prix,imola,trulli,renault,16,13,0.0,+1 Lap,61
2003,4,San Marino Grand Prix,imola,pizzonia,jaguar,15,14,0.0,+2 Laps,60
2003,4,San Marino Grand Prix,imola,fisichella,jordan,17,15,0.0,+5 Laps,57
2003,4,San Marino Grand Prix,imola,webber,jaguar,5,16,0.0,Driveshaft,54
2003,4,San Marino Grand Prix,imola,firman,jordan,19,17,0.0,Oil line,51
2003,4,San Marino Grand Prix,imola,verstappen,minardi,20,18,0.0,Electrical,38
2003,4,San Marino Grand Prix,imola,wilson,minardi,18,19,0.0,Fuel rig,23
2003,4,San Marino Grand Prix,imola,villeneuve,bar,7,20,0.0,Engine,19
2003,5,Spanish Grand Prix,catalunya,michael_schumacher,ferrari,1,1,10.0,Finished,65
2003,5,Spanish Grand Prix,catalunya,alonso,renault,3,2,8.0,Finished,65
2003,5,Spanish Grand Prix,catalunya,barrichello,ferrari,2,3,6.0,Finished,65
2003,5,Spanish Grand Prix,catalunya,montoya,williams,9,4,5.0,Finished,65
2003,5,Spanish Grand Prix,catalunya,ralf_schumacher,williams,7,5,4.0,+1 Lap,64
2003,5,Spanish Grand Prix,catalunya,matta,toyota,13,6,3.0,+1 Lap,64
2003,5,Spanish Grand Prix,catalunya,webber,jaguar,12,7,2.0,+1 Lap,64
2003,5,Spanish Grand Prix,catalunya,firman,jordan,15,8,1.0,+2 Laps,63
2003,5,Spanish Grand Prix,catalunya,button,bar,5,9,0.0,+2 Laps,63
2003,5,Spanish Grand Prix,catalunya,heidfeld,sauber,14,10,0.0,+2 Laps,63
2003,5,Spanish Grand Prix,catalunya,wilson,minardi,18,11,0.0,+2 Laps,63
2003,5,Spanish Grand Prix,catalunya,verstappen,minardi,19,12,0.0,+3 Laps,62
2003,5,Spanish Grand Prix,catalunya,fisichella,jordan,17,13,0.0,Engine,43
2003,5,Spanish Grand Prix,catalunya,panis,toyota,6,14,0.0,Gearbox,41
2003,5,Spanish Grand Prix,catalunya,frentzen,sauber,10,15,0.0,Suspension,38
2003,5,Spanish Grand Prix,catalunya,coulthard,mclaren,8,16,0.0,Collision,17
2003,5,Spanish Grand Prix,catalunya,villeneuve,bar,11,17,0.0,Electrical,12
2003,5,Spanish Grand Prix,catalunya,trulli,renault,4,18,0.0,Collision,0
2003,5,Spanish Grand Prix,catalunya,pizzonia,jaguar,16,19,0.0,Launch control,0
2003,5,Spanish Grand Prix,catalunya,raikkonen,mclaren,20,20,0.0,Collision,0
2004,1,Australian Grand Prix,albert_park,michael_schumacher,ferrari,1,1,10.0,Finished,58
2004,1,Australian Grand Prix,albert_park,barrichello,ferrari,2,2,8.0,Finished,58
2004,1,Australian Grand Prix,albert_park,alonso,renault,5,3,6.0,Finished,58
2004,1,Australian Grand Prix,albert_park,ralf_schumacher,williams,8,4,5.0,Finished,58
2004,1,Australian Grand Prix,albert_park,montoya,williams,3,5,4.0,Finished,58
2004,1,Australian Grand Prix,albert_park,button,bar,4,6,3.0,Finished,58
2004,1,Australian Grand Prix,albert_park,trulli,renault,9,7,2.0,+1 Lap,57
2004,1,Australian Grand Prix,albert_park,coulthard,mclaren,12,8,1.0,+1 Lap,57
2004,1,Australian Grand Prix,albert_park,sato,bar,7,9,0.0,+1 Lap,57
2004,1,Australian Grand Prix,albert_park,fisichella,sauber,14,10,0.0,+1 Lap,57
2004,1,Australian Grand Prix,albert_park,klien,jaguar,19,11,0.0,+2 Laps,56
2004,1,Australian Grand Prix,albert_park,matta,toyota,13,12,0.0,+2 Laps,56
2004,1,Australian Grand Prix,albert_park,panis,toyota,18,13,0.0,+2 Laps,56
2004,1,Australian Grand Prix,albert_park,pantano,jordan,16,14,0.0,+3 Laps,55
2004,1,Australian Grand Prix,albert_park,massa,sauber,11,15,0.0,Engine,44
2004,1,Australian Grand Prix,albert_park,heidfeld,jordan,15,16,0.0,Transmission,43
2004,1,Australian Grand Prix,albert_park,bruni,minardi,20,17,0.0,Not classified,43
2004,1,Australian Grand Prix,albert_park,webber,jaguar,6,18,0.0,Transmission,29
2004,1,Australian Grand Prix,albert_park,baumgartner,minardi,17,19,0.0,Electrical,13
2004,1,Australian Grand Prix,albert_park,raikkonen,mclaren,10,20,0.0,Engine,9
2004,2,Malaysian Grand Prix,sepang,michael_schumacher,ferrari,1,1,10.0,Finished,56
2004,2,Malaysian Grand Prix,sepang,montoya,williams,4,2,8.0,Finished,56
2004,2,Malaysian Grand Prix,sepang,button,bar,6,3,6.0,Finished,56
2004,2,Malaysian Grand Prix,sepang,barrichello,ferrari,3,4,5.0,Finished,56
2004,2,Malaysian Grand Prix,sepang,trulli,renault,8,5,4.0,Finished,56
2004,2,Malaysian Grand Prix,sepang,coulthard,mclaren,9,6,3.0,Finished,56
2004,2,Malaysian Grand Prix,sepang,alonso,renault,19,7,2.0,Finished,56
2004,2,Malaysian Grand Prix,sepang,massa,sauber,11,8,1.0,+1 Lap,55
2004,2,Malaysian Grand Prix,sepang,matta,toyota,10,9,0.0,+1 Lap,55
2004,2,Malaysian Grand Prix,sepang,klien,jaguar,13,10,0.0,+1 Lap,55
2004,2,Malaysian Grand Prix,sepang,fisichella,sauber,12,11,0.0,+1 Lap,55
2004,2,Malaysian Grand Prix,sepang,panis,toyota,14,12,0.0,+1 Lap,55
2004,2,Malaysian Grand Prix,sepang,pantano,jordan,18,13,0.0,+2 Laps,54
2004,2,Malaysian Grand Prix,sepang,bruni,minardi,16,14,0.0,+3 Laps,53
2004,2,Malaysian Grand Prix,sepang,sato,bar,20,15,0.0,+4 Laps,52
2004,2,Malaysian Grand Prix,sepang,baumgartner,minardi,17,16,0.0,+4 Laps,52
2004,2,Malaysian Grand Prix,sepang,raikkonen,mclaren,5,17,0.0,Transmission,40
2004,2,Malaysian Grand Prix,sepang,heidfeld,jordan,15,18,0.0,Transmission,34
2004,2,Malaysian Grand Prix,sepang,ralf_schumacher,williams,7,19,0.0,Engine,27
2004,2,Malaysian Grand Prix,sepang,webber,jaguar,2,20,0.0,Spun off,23
2004,3,Bahrain Grand Prix,bahrain,michael_schumacher,ferrari,1,1,10.0,Finished,57
2004,3,Bahrain Grand Prix,bahrain,barrichello,ferrari,2,2,8.0,Finished,57
2004,3,Bahrain Grand Prix,bahrain,button,bar,6,3,6.0,Finished,57
2004,3,Bahrain Grand Prix,bahrain,trulli,renault,7,4,5.0,Finished,57
2004,3,Bahrain Grand Prix,bahrain,sato,bar,5,5,4.0,Finished,57
2004,3,Bahrain Grand Prix,bahrain,alonso,renault,16,6,3.0,Finished,57
2004,3,Bahrain Grand Prix,bahrain,ralf_schumacher,williams,4,7,2.0,Finished,57
2004,3,Bahrain Grand Prix,bahrain,webber,jaguar,14,8,1.0,+1 Lap,56
2004,3,Bahrain Grand Prix,bahrain,panis,toyota,8,9,0.0,+1 Lap,56
2004,3,Bahrain Grand Prix,bahrain,matta,toyota,9,10,0.0,+1 Lap,56
2004,3,Bahrain Grand Prix,bahrain,fisichella,sauber,11,11,0.0,+1 Lap,56
2004,3,Bahrain Grand Prix,bahrain,massa,sauber,13,12,0.0,+1 Lap,56
2004,3,Bahrain Grand Prix,bahrain,montoya,williams,3,13,0.0,+1 Lap,56
2004,3,Bahrain Grand Prix,bahrain,klien,jaguar,12,14,0.0,+1 Lap,56
2004,3,Bahrain Grand Prix,bahrain,heidfeld,jordan,18,15,0.0,+1 Lap,56
2004,3,Bahrain Grand Prix,bahrain,pantano,jordan,15,16,0.0,+2 Laps,55
2004,3,Bahrain Grand Prix,bahrain,bruni,minardi,17,17,0.0,+5 Laps,52
2004,3,Bahrain Grand Prix,bahrain,coulthard,mclaren,10,18,0.0,Pneumatics,50
2004,3,Bahrain Grand Prix,bahrain,baumgartner,minardi,20,19,0.0,Engine,44
2004,3,Bahrain Grand Prix,bahrain,raikkonen,mclaren,19,20,0.0,Engine,7
2004,4,San Marino Grand Prix,imola,michael_schumacher,ferrari,2,1,10.0,Finished,62
2004,4,San Marino Grand Prix,imola,button,bar,1,2,8.0,Finished,62
2004,4,San Marino Grand Prix,imola,montoya,williams,3,3,6.0,Finished,62
2004,4,San Marino Grand Prix,imola,alonso,renault,6,4,5.0,Finished,62
2004,4,San Marino Grand Prix,imola,trulli,renault,9,5,4.0,Finished,62
2004,4,San Marino Grand Prix,imola,barrichello,ferrari,4,6,3.0,Finished,62
2004,4,San Marino Grand Prix,imola,ralf_schumacher,williams,5,7,2.0,Finished,62
2004,4,San Marino Grand Prix,imola,raikkonen,mclaren,20,8,1.0,+1 Lap,61
2004,4,San Marino Grand Prix,imola,fisichella,sauber,18,9,0.0,+1 Lap,61
2004,4,San Marino Grand Prix,imola,massa,sauber,12,10,0.0,+1 Lap,61
2004,4,San Marino Grand Prix,imola,panis,toyota,13,11,0.0,+1 Lap,61
2004,4,San Marino Grand Prix,imola,coulthard,mclaren,11,12,0.0,+1 Lap,61
2004,4,San Marino Grand Prix,imola,webber,jaguar,8,13,0.0,+1 Lap,61
2004,4,San Marino Grand Prix,imola,klien,jaguar,14,14,0.0,+2 Laps,60
2004,4,San Marino Grand Prix,imola,baumgartner,minardi,19,15,0.0,+4 Laps,58
2004,4,San Marino Grand Prix,imola,sato,bar,7,16,0.0,Engine,56
2004,4,San Marino Grand Prix,imola,heidfeld,jordan,16,17,0.0,Driveshaft,48
2004,4,San Marino Grand Prix,imola,matta,toyota,10,18,0.0,Accident,32
2004,4,San Marino Grand Prix,imola,bruni,minardi,17,19,0.0,Brakes,22
2004,4,San Marino Grand Prix,imola,pantano,jordan,15,20,0.0,Hydraulics,6
2004,5,Spanish Grand Prix,catalunya,michael_schumacher,ferrari,1,1,10.0,Finished,66
2004,5,Spanish Grand Prix,catalunya,barrichello,ferrari,5,2,8.0,Finished,66
2004,5,Spanish Grand Prix,catalunya,trulli,renault,4,3,6.0,Finished,66
2004,5,Spanish Grand Prix,catalunya,alonso,renault,8,4,5.0,Finished,66
2004,5,Spanish Grand Prix,catalunya,sato,bar,3,5,4.0,Finished,66
2004,5,Spanish Grand Prix,catalunya,ralf_schumacher,williams,6,6,3.0,Finished,66
2004,5,Spanish Grand Prix,catalunya,fisichella,sauber,12,7,2.0,Finished,66
2004,5,Spanish Grand Prix,catalunya,button,bar,14,8,1.0,+1 Lap,65
2004,5,Spanish Grand Prix,catalunya,massa,sauber,17,9,0.0,+1 Lap,65
2004,5,Spanish Grand Prix,catalunya,coulthard,mclaren,10,10,0.0,+1 Lap,65
2004,5,Spanish Grand Prix,catalunya,raikkonen,mclaren,13,11,0.0,+1 Lap,65
2004,5,Spanish Grand Prix,catalunya,webber,jaguar,9,12,0.0,+1 Lap,65
2004,5,Spanish Grand Prix,catalunya,matta,toyota,11,13,0.0,+1 Lap,65
2004,5,Spanish Grand Prix,catalunya,pantano,jordan,19,14,0.0,Steering,51
2004,5,Spanish Grand Prix,catalunya,montoya,williams,2,15,0.0,Brakes,46
2004,5,Spanish Grand Prix,catalunya,klien,jaguar,16,16,0.0,Throttle,43
2004,5,Spanish Grand Prix,catalunya,panis,toyota,7,17,0.0,Hydraulics,33
2004,5,Spanish Grand Prix,catalunya,heidfeld,jordan,15,18,0.0,Hydraulics,33
2004,5,Spanish Grand Prix,catalunya,bruni,minardi,18,19,0.0,Spun off,31
2004,5,Spanish Grand Prix,catalunya,baumgartner,minardi,20,20,0.0,Spun off,17
2005,1,Australian Grand Prix,albert_park,fisichella,renault,1,1,10.0,Finished,57
2005,1,Australian Grand Prix,albert_park,barrichello,ferrari,11,2,8.0,Finished,57
2005,1,Australian Grand Prix,albert_park,alonso,renault,13,3,6.0,Finished,57
2005,1,Australian Grand Prix,albert_park,coulthard,red_bull,5,4,5.0,Finished,57
2005,1,Australian Grand Prix,albert_park,webber,williams,3,5,4.0,Finished,57
2005,1,Australian Grand Prix,albert_park,montoya,mclaren,9,6,3.0,Finished,57
2005,1,Australian Grand Prix,albert_park,klien,red_bull,6,7,2.0,Finished,57
2005,1,Australian Grand Prix,albert_park,raikkonen,mclaren,10,8,1.0,Finished,57
2005,1,Australian Grand Prix,albert_park,trulli,toyota,2,9,0.0,Finished,57
2005,1,Australian Grand Prix,albert_park,massa,sauber,18,10,0.0,Finished,57
2005,1,Australian Grand Prix,albert_park,button,bar,8,11,0.0,+1 Lap,56
2005,1,Australian Grand Prix,albert_park,ralf_schumacher,toyota,15,12,0.0,+1 Lap,56
2005,1,Australian Grand Prix,albert_park,villeneuve,sauber,4,13,0.0,+1 Lap,56
2005,1,Australian Grand Prix,albert_park,sato,bar,20,14,0.0,+2 Laps,55
2005,1,Australian Grand Prix,albert_park,karthikeyan,jordan,12,15,0.0,+2 Laps,55
2005,1,Australian Grand Prix,albert_park,monteiro,jordan,14,16,0.0,+2 Laps,55
2005,1,Australian Grand Prix,albert_park,friesacher,minardi,16,17,0.0,+4 Laps,55
2005,1,Australian Grand Prix,albert_park,michael_schumacher,ferrari,19,18,0.0,Accident,42
2005,1,Australian Grand Prix,albert_park,heidfeld,williams,7,19,0.0,Accident,42
2005,1,Australian Grand Prix,albert_park,albers,minardi,17,20,0.0,Gearbox,16
2005,2,Malaysian Grand Prix,sepang,alonso,renault,1,1,10.0,Finished,56
2005,2,Malaysian Grand Prix,sepang,trulli,toyota,2,2,8.0,Finished,56
2005,2,Malaysian Grand Prix,sepang,heidfeld,williams,10,3,6.0,Finished,56
2005,2,Malaysian Grand Prix,sepang,montoya,mclaren,11,4,5.0,Finished,56
2005,2,Malaysian Grand Prix,sepang,ralf_schumacher,toyota,5,5,4.0,Finished,56
2005,2,Malaysian Grand Prix,sepang,coulthard,red_bull,8,6,3.0,Finished,56
2005,2,Malaysian Grand Prix,sepang,michael_schumacher,ferrari,13,7,2.0,Finished,56
2005,2,Malaysian Grand Prix,sepang,klien,red_bull,7,8,1.0,Finished,56
2005,2,Malaysian Grand Prix,sepang,raikkonen,mclaren,6,9,0.0,Finished,56
2005,2,Malaysian Grand Prix,sepang,massa,sauber,14,10,0.0,+1 Lap,55
2005,2,Malaysian Grand Prix,sepang,karthikeyan,jordan,17,11,0.0,+2 Laps,54
2005,2,Malaysian Grand Prix,sepang,monteiro,jordan,18,12,0.0,+3 Laps,53
2005,2,Malaysian Grand Prix,sepang,albers,minardi,19,13,0.0,+4 Laps,52
2005,2,Malaysian Grand Prix,sepang,barrichello,ferrari,12,14,0.0,Tyre,49
2005,2,Malaysian Grand Prix,sepang,fisichella,renault,3,15,0.0,Collision,36
2005,2,Malaysian Grand Prix,sepang,webber,williams,4,16,0.0,Collision,36
2005,2,Malaysian Grand Prix,sepang,villeneuve,sauber,16,17,0.0,Spun off,26
2005,2,Malaysian Grand Prix,sepang,button,bar,9,18,0.0,Engine,2
2005,2,Malaysian Grand Prix,sepang,davidson,bar,15,19,0.0,Engine,2
2005,2,Malaysian Grand Prix,sepang,friesacher,minardi,20,20,0.0,Spun off,2
2005,3,Bahrain Grand Prix,bahrain,alonso,renault,1,1,10.0,Finished,57
2005,3,Bahrain Grand Prix,bahrain,trulli,toyota,3,2,8.0,Finished,57
2005,3,Bahrain Grand Prix,bahrain,raikkonen,mclaren,9,3,6.0,Finished,57
2005,3,Bahrain Grand Prix,bahrain,ralf_schumacher,toyota,6,4,5.0,Finished,57
2005,3,Bahrain Grand Prix,bahrain,rosa,mclaren,8,5,4.0,Finished,57
2005,3,Bahrain Grand Prix,bahrain,webber,williams,5,6,3.0,Finished,57
2005,3,Bahrain Grand Prix,bahrain,massa,sauber,12,7,2.0,+1 Lap,56
2005,3,Bahrain Grand Prix,bahrain,coulthard,red_bull,14,8,1.0,+1 Lap,56
2005,3,Bahrain Grand Prix,bahrain,barrichello,ferrari,20,9,0.0,+1 Lap,56
2005,3,Bahrain Grand Prix,bahrain,monteiro,jordan,16,10,0.0,+2 Laps,55
2005,3,Bahrain Grand Prix,bahrain,villeneuve,sauber,15,11,0.0,Suspension,54
2005,3,Bahrain Grand Prix,bahrain,friesacher,minardi,19,12,0.0,+3 Laps,54
2005,3,Bahrain Grand Prix,bahrain,albers,minardi,18,13,0.0,+4 Laps,53
2005,3,Bahrain Grand Prix,bahrain,button,bar,11,14,0.0,Clutch,46
2005,3,Bahrain Grand Prix,bahrain,sato,bar,13,15,0.0,Brakes,27
2005,3,Bahrain Grand Prix,bahrain,heidfeld,williams,4,16,0.0,Engine,25
2005,3,Bahrain Grand Prix,bahrain,michael_schumacher,ferrari,2,17,0.0,Hydraulics,12
2005,3,Bahrain Grand Prix,bahrain,fisichella,renault,10,18,0.0,Engine,4
2005,3,Bahrain Grand Prix,bahrain,karthikeyan,jordan,17,19,0.0,Electrical,2
2005,3,Bahrain Grand Prix,bahrain,klien,red_bull,7,20,0.0,Electrical,0
2005,4,San Marino Grand Prix,imola,alonso,renault,2,1,10.0,Finished,62
2005,4,San Marino Grand Prix,imola,michael_schumacher,ferrari,13,2,8.0,Finished,62
2005,4,San Marino Grand Prix,imola,wurz,mclaren,7,3,6.0,Finished,62
2005,4,San Marino Grand Prix,imola,villeneuve,sauber,11,4,5.0,Finished,62
2005,4,San Marino Grand Prix,imola,trulli,toyota,5,5,4.0,Finished,62
2005,4,San Marino Grand Prix,imola,heidfeld,williams,8,6,3.0,Finished,62
2005,4,San Marino Grand Prix,imola,webber,williams,4,7,2.0,Finished,62
2005,4,San Marino Grand Prix,imola,liuzzi,red_bull,15,8,1.0,Finished,62
2005,4,San Marino Grand Prix,imola,ralf_schumacher,toyota,10,9,0.0,Finished,62
2005,4,San Marino Grand Prix,imola,massa,sauber,18,10,0.0,+1 Lap,61
2005,4,San Marino Grand Prix,imola,coulthard,red_bull,14,11,0.0,+1 Lap,61
2005,4,San Marino Grand Prix,imola,karthikeyan,jordan,16,12,0.0,+1 Lap,61
2005,4,San Marino Grand Prix,imola,monteiro,jordan,17,13,0.0,+2 Laps,60
2005,4,San Marino Grand Prix,imola,albers,minardi,20,14,0.0,Hydraulics,20
2005,4,San Marino Grand Prix,imola,barrichello,ferrari,9,15,0.0,Electrical,18
2005,4,San Marino Grand Prix,imola,raikkonen,mclaren,1,16,0.0,Driveshaft,9
2005,4,San Marino Grand Prix,imola,friesacher,minardi,19,17,0.0,Clutch,8
2005,4,San Marino Grand Prix,imola,fisichella,renault,12,18,0.0,Accident,5
2005,4,San Marino Grand Prix,imola,button,bar,3,19,0.0,Disqualified,62
2005,4,San Marino Grand Prix,imola,sato,bar,6,20,0.0,Disqualified,62
2005,5,Spanish Grand Prix,catalunya,raikkonen,mclaren,1,1,10.0,Finished,66
2005,5,Spanish Grand Prix,catalunya,alonso,renault,3,2,8.0,Finished,66
2005,5,Spanish Grand Prix,catalunya,trulli,toyota,5,3,6.0,Finished,66
2005,5,Spanish Grand Prix,catalunya,ralf_schumacher,toyota,4,4,5.0,Finished,66
2005,5,Spanish Grand Prix,catalunya,fisichella,renault,6,5,4.0,Finished,66
2005,5,Spanish Grand Prix,catalunya,webber,williams,2,6,3.0,Finished,66
2005,5,Spanish Grand Prix,catalunya,montoya,mclaren,7,7,2.0,+1 Lap,65
2005,5,Spanish Grand Prix,catalunya,coulthard,red_bull,9,8,1.0,+1 Lap,65
2005,5,Spanish Grand Prix,catalunya,barrichello,ferrari,16,9,0.0,+1 Lap,65
2005,5,Spanish Grand Prix,catalunya,heidfeld,williams,17,10,0.0,+1 Lap,65
2005,5,Spanish Grand Prix,catalunya,massa,sauber,10,11,0.0,Wheel rim,63
2005,5,Spanish Grand Prix,catalunya,monteiro,jordan,18,12,0.0,+3 Laps,63
2005,5,Spanish Grand Prix,catalunya,karthikeyan,jordan,13,13,0.0,+3 Laps,63
2005,5,Spanish Grand Prix,catalunya,villeneuve,sauber,12,14,0.0,Engine,51
2005,5,Spanish Grand Prix,catalunya,michael_schumacher,ferrari,8,15,0.0,Puncture,46
2005,5,Spanish Grand Prix,catalunya,albers,minardi,14,16,0.0,Gearbox,19
2005,5,Spanish Grand Prix,catalunya,friesacher,minardi,15,17,0.0,Spun off,11
2005,5,Spanish Grand Prix,catalunya,liuzzi,red_bull,11,18,0.0,Spun off,9
2005,6,Monaco Grand Prix,monaco,raikkonen,mclaren,1,1,10.0,Finished,78
2005,6,Monaco Grand Prix,monaco,heidfeld,williams,6,2,8.0,Finished,78
2006,1,Bahrain Grand Prix,bahrain,alonso,renault,4,1,10.0,Finished,57
2006,1,Bahrain Grand Prix,bahrain,michael_schumacher,ferrari,1,2,8.0,Finished,57
2006,1,Bahrain Grand Prix,bahrain,raikkonen,mclaren,22,3,6.0,Finished,57
2006,1,Bahrain Grand Prix,bahrain,button,honda,3,4,5.0,Finished,57
2006,1,Bahrain Grand Prix,bahrain,montoya,mclaren,5,5,4.0,Finished,57
2006,1,Bahrain Grand Prix,bahrain,webber,williams,7,6,3.0,Finished,57
